word,level,transcription,russian
bileşim,B1,билешим,"(нет перевода)"
birey,B1,бирей,"единичный; индивидуальный"
birim,B1,бирим,"единица; подразделение"
birleşim,B1,бирлешим,"(нет перевода)"
biyokimya,B1,бийокимйа,"биохимия"
biçim,B1,бичим,"фигура; форма"
bocalamak,B1,боджаламак,"поворот; менять курс; -ать"
boru,B1,бору,"воздуховод; канал; рог"
boyut,B1,бойут,"аспект; измерение"
boşaltmak,B1,бошалтмак,"каузатив; каузативный залог; -ать"
bulunabilme,B1,булунабилме,"(нет перевода)"
burkmak,B1,буркмак,"-ать; -еть"
böbrek,B1,бёбрек,"почка; почки"
bürokratik,B1,бюрократик,"бюрократический"
büyüklük,B1,бюйюклюк,"величина; объём; величие"
büyüleyici,B1,бюйюлейиджи,"очаровательный; прелестный"
can atmak,B1,джан атмак,"-ать; -еть"
can pazarı,B1,джан пазары,"вопрос жизни и смерти; вещество; материал"
cazip,B1,джазип,"притягательный; привлекательный"
cesaret,B1,джесарет,"смелость; храбрость"
cesaret etmek,B1,джесарет этмек,"(нет перевода)"
civar,B1,дживар,"близость; соседство"
cıvıl cıvıl,B1,джывыл джывыл,"(нет перевода)"
dahil,B1,дахил,"замешанность; причастность"
dal,B1,дал,"ветвь; ветка; рука"
dalak,B1,далак,"селезёнка; сплин; соты"
danışman,B1,данышман,"консультант; консультантка"
davetli,B1,даветли,"личность; особа"
davranış,B1,давраныш,"(нет перевода)"
dağarcık,B1,даарджык,"добрый; добродушный; синоним"
dağcılık,B1,даджылык,"альпинизм"
denge,B1,денге,"гармония; противовес; дательный"
denizaltı,B1,денизалты,"подводный; подморский"
denizci,B1,денизджи,"матрос; мореплаватель"
departman,B1,департман,"департамент; отдел"
depolamak,B1,деполамак,"-ать; -еть"
depozito,B1,депозито,"залежь; месторождение"
dert yanmak,B1,дерт йанмак,"(нет перевода)"
destek,B1,дестек,"опора; поддержка; солидарность"
detoks,B1,детокс,"(нет перевода)"
devlet,B1,девлет,"состояние; государство"
değerlendirmek,B1,дейерлендирмек,"-ать; -еть"
değişiklik,B1,дейишиклик,"мелкие деньги; изменение; разница"
dikiş,B1,дикиш,"шов; флец; петля"
dikiş tutturmak,B1,дикиш туттурмак,"(нет перевода)"
dikkat çekmek,B1,диккат чекмек,"(нет перевода)"
dinmek,B1,динмек,"-ать; -еть"
dinç,B1,динч,"энергичный; активный"
diyetisyen,B1,дийетисйен,"диетврач; диетолог"
dizini dövmek,B1,дизини дёвмек,"(нет перевода)"
dokunmak,B1,докунмак,"-ать; -еть"
dolayısıyla,B1,долайысыйла,"следовательно; в результате; как"
dolgun,B1,долгун,"коренастый; круглолицый; высокий"
doçent,B1,дочент,"(нет перевода)"
doğalgaz,B1,доалгаз,"(нет перевода)"
doğrultu,B1,дорулту,"направление; режиссура; дорожка"
doğurganlık,B1,доурганлык,"(нет перевода)"
durum,B1,дурум,"ситуация; обстановка; падеж"
duruş,B1,дуруш,"осанка; поза"
dönem,B1,дёнем,"и точка; период"
dönemeç,B1,дёнемеч,"(нет перевода)"
dönüm noktası,B1,дёнюм ноктасы,"(нет перевода)"
dönüşmek,B1,дёнюшмек,"-ать; -еть"
döşeme,B1,дёшеме,"вербальный; словесный"
düzensizlik,B1,дюзенсизлик,"(нет перевода)"
düşkün,B1,дюшкюн,"любящий; нежный; нуждающийся"
düşük,B1,дюшюк,"басистый; низкочастотный; упавший"
editör,B1,эдитёр,"редактор; редакторка"
ekonomik,B1,экономик,"хозяйственный; экономический"
eksiklik,B1,эксиклик,"отсутствие; недостаток; отлучка"
eleştirmek,B1,элештирмек,"-ать; -еть"
eli boş gitmek,B1,эли бош гитмек,"(нет перевода)"
elverişsiz,B1,элверишсиз,"(нет перевода)"
emlak,B1,эмлак,"имение; сословие"
empati,B1,эмпати,"эмпатия; сопереживание"
endişeli,B1,эндишели,"беспокоиться; встревоженный"
engel,B1,энгел,"барьер; шлагбаум; препятствие"
engelli,B1,энгелли,"деактивированный; инвалидный"
enine boyuna,B1,энине бойуна,"большой; крупный; за"
esirgemek,B1,эсиргемек,"-ать; -еть"
etki,B1,этки,"эффект; результат"
etki etmek,B1,этки этмек,"(нет перевода)"
etkileyici,B1,эткилейиджи,"впечатлительный; внушительный; обворожительный"
etkin,B1,эткин,"активный; деятельный; эффективный"
eğitim,B1,эйитим,"образование; воспитание"
eğmek,B1,эймек,"-ать; -еть"
farklılık,B1,фарклылык,"разница; отличие"
fatura,B1,фатура,"Билл; вексель; счёт"
fazla gelmek,B1,фазла гелмек,"(нет перевода)"
federasyon,B1,федерасйон,"федерация"
felaket,B1,фелакет,"катастрофа; бедствие; жуткий"
felç,B1,фелч,"паралич; парализованность"
firma,B1,фирма,"крепкий; прочный"
fiyat,B1,фийат,"цена"
fiziksel,B1,физиксел,"материальный; телесный"
fizyolojik,B1,физйоложик,"физиологический"
fonksiyon,B1,фонксийон,"функция; должность"
fırsat,B1,фырсат,"возможность; шанс"
garip,B1,гарип,"необитаемый; покинутый; далеко"
gelin,B1,гелин,"(нет перевода)"
geliştirmek,B1,гелиштирмек,"-ать; -еть"
gen,B1,ген,"широкий; ген"
genetik,B1,генетик,"(нет перевода)"
gerektirmek,B1,геректирмек,"(нет перевода)"
gerekçe,B1,герекче,"обоснование; оправдание; молотый"
gergin,B1,гергин,"нервный"
gerçekleşmek,B1,герчеклешмек,"-ать; -еть"
gerçekçi,B1,герчекчи,"реалистичный; реалистический"
geçici,B1,гечиджи,"временный; временный работник; синоним"
girişimci,B1,гиришимджи,"предпринимательский; предприниматель; предпринимательница"
gorunuş,B1,горунуш,"(нет перевода)"
gölet,B1,гёлет,"пруд; водоём"
görenek,B1,гёренек,"заказной; изготовленный; использование"
görev,B1,гёрев,"работа; задача; задание"
görev almak,B1,гёрев алмак,"(нет перевода)"
görevlendirmek,B1,гёревлендирмек,"(нет перевода)"
görünüm,B1,гёрюнюм,"смотри; смотрите"
görüş,B1,гёрюш,"взгляд; мнение; концепция"
gözden çıkarmak,B1,гёзден чыкармак,"-ать; -еть"
gütmek,B1,гютмек,"-ать; -еть"
güvenlik,B1,гювенлик,"безопасность; надёжность"
güzellik salonu,B1,гюзеллик салону,"(нет перевода)"
güç,B1,гюч,"энергия; жёсткий; твёрдый"
gıda,B1,гыда,"пища; корм"
halat,B1,халат,"верёвка; канат"
halsiz kalmak,B1,халсиз калмак,"(нет перевода)"
ham,B1,хам,"зелёный; недозрелый; сырой"
hamilelik,B1,хамилелик,"беременность"
hamur,B1,хамур,"тесто; бабки; происхождение"
harcamak,B1,харджамак,"-ать; -еть"
harem,B1,харем,"гарем; жена; жёнка"
harita,B1,харита,"карта; план"
hatmi,B1,хатми,"болото"
hatır sormak,B1,хатыр сормак,"(нет перевода)"
hayal kurmak,B1,хайал курмак,"(нет перевода)"
hedef,B1,хедеф,"прицел; цель; гол"
hedeflemek,B1,хедефлемек,"-ать; -еть"
hikâyesi,B1,хикайеси,"(нет перевода)"
hizmet,B1,хизмет,"занятие; работа; богослужение"
